state,fips.x,X,race_eth,edu5,age4,SEX,Freq,sex,postal.x,GESTCEN.x,census.region,nate.subregion,nate.region,fips.y,postal.y,GESTCEN.y,alt.region,new.subregion,white.religion,black_pct,whitenh_pct,hispanic_pct,religion.gallup,religion.composite,turnout.acs.cvap,demTwoPartyShare,otherVoteShare,battlegrounds,region,race.region,race.edu,race.age,race.sex,race.sex.edu,race.age.region,race.edu.region,race.sex.age,race.sex.region,sex.edu.region,race.subregion,race.edu.battleground,race.age.battleground,race.battleground,age.battleground,edu.battleground,edu.region,age.region,age3,edu2,age.state,edu.state,race.state
California,6,6380,Hispanic,hs,3,2,219300,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,24,22,23,21,212,234,242,213,214,124,203,220,230,200,300,200,24,34,3,hs,205,205,2003
California,6,2657,Black,postgrad,3,1,20034,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,14,14,13,12,124,134,144,123,124,244,103,140,130,100,300,400,44,34,3,col,205,105,1003
California,6,515,Other,nohs,1,1,31097,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,34,33,31,32,323,314,343,321,324,234,303,330,310,300,100,300,34,14,1,hs,105,205,3003
California,6,4442,White,hs,1,2,189475,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,44,42,41,41,412,414,442,411,414,124,403,420,410,400,100,200,24,14,1,hs,105,205,405
California,6,7961,Black,somecol,4,2,51223,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,14,15,14,11,115,144,145,114,114,154,103,150,140,100,400,500,54,44,4,hs,305,205,1003
California,6,2300,Hispanic,hs,3,1,208298,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,24,22,23,22,222,234,242,223,224,224,203,220,230,200,300,200,24,34,3,hs,205,205,2003
California,6,3269,Black,hs,4,1,24117,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,14,12,14,12,122,144,142,124,124,224,103,120,140,100,400,200,24,44,4,hs,305,205,1003
California,6,1382,White,hs,2,1,238978,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,44,42,42,42,422,424,442,422,424,224,403,420,420,400,200,200,24,24,1,hs,105,205,405
California,6,7655,Other,nohs,4,2,109504,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,34,33,34,31,313,344,343,314,314,134,303,330,340,300,400,300,34,44,4,hs,305,205,3003
California,6,7145,Black,col,4,2,13208,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,14,11,14,11,111,144,141,114,114,114,103,110,140,100,400,100,14,44,4,col,305,105,1003
California,6,2963,Other,somecol,3,1,168196,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,34,35,33,32,325,334,345,323,324,254,303,350,330,300,300,500,54,34,3,hs,205,205,3003
California,6,617,Black,postgrad,1,1,3186,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,14,14,11,12,124,114,144,121,124,244,103,140,110,100,100,400,44,14,1,col,105,105,1003
California,6,5717,Black,postgrad,2,2,20316,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,14,14,12,11,114,124,144,112,114,144,103,140,120,100,200,400,44,24,1,col,105,105,1003
California,6,4289,Black,hs,1,2,52111,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,14,12,11,11,112,114,142,111,114,124,103,120,110,100,100,200,24,14,1,hs,105,205,1003
California,6,3116,Hispanic,col,4,1,17976,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,24,21,24,22,221,244,241,224,224,214,203,210,240,200,400,100,14,44,4,col,305,105,2003
California,6,5666,White,nohs,2,2,43111,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,44,43,42,41,413,424,443,412,414,134,403,430,420,400,200,300,34,24,1,hs,105,205,405
California,6,2351,Other,hs,3,1,95315,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,34,32,33,32,322,334,342,323,324,224,303,320,330,300,300,200,24,34,3,hs,205,205,3003
California,6,974,White,somecol,1,1,490494,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,44,45,41,42,425,414,445,421,424,254,403,450,410,400,100,500,54,14,1,hs,105,205,405
California,6,6074,White,somecol,2,2,430745,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,44,45,42,41,415,424,445,412,414,154,403,450,420,400,200,500,54,24,1,hs,105,205,405
California,6,464,Hispanic,nohs,1,1,218936,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,24,23,21,22,223,214,243,221,224,234,203,230,210,200,100,300,34,14,1,hs,105,205,2003
California,6,5360,Hispanic,hs,2,2,226713,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,24,22,22,21,212,224,242,212,214,124,203,220,220,200,200,200,24,24,1,hs,105,205,2003
California,6,3014,White,somecol,3,1,789597,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,44,45,43,42,425,434,445,423,424,254,403,450,430,400,300,500,54,34,3,hs,205,205,405
California,6,1331,Other,hs,2,1,65395,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,34,32,32,32,322,324,342,322,324,224,303,320,320,300,200,200,24,24,1,hs,105,205,3003
California,6,3422,White,hs,4,1,238263,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,44,42,44,42,422,444,442,424,424,224,403,420,440,400,400,200,24,44,4,hs,305,205,405
California,6,158,White,col,1,1,217241,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,44,41,41,42,421,414,441,421,424,214,403,410,410,400,100,100,14,14,1,col,105,105,405
California,6,1076,Hispanic,col,2,1,107426,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,24,21,22,22,221,224,241,222,224,214,203,210,220,200,200,100,14,24,1,col,105,105,2003
California,6,3626,White,nohs,4,1,98230,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,44,43,44,42,423,444,443,424,424,234,403,430,440,400,400,300,34,44,4,hs,305,205,405
California,6,2402,White,hs,3,1,439956,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,44,42,43,42,422,434,442,423,424,224,403,420,430,400,300,200,24,34,3,hs,205,205,405
California,6,3575,Other,nohs,4,1,53857,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,34,33,34,32,323,344,343,324,324,234,303,330,340,300,400,300,34,44,4,hs,305,205,3003
California,6,3779,Other,postgrad,4,1,40092,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,34,34,34,32,324,344,344,324,324,244,303,340,340,300,400,400,44,44,4,col,305,105,3003
California,6,2606,White,nohs,3,1,118605,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,44,43,43,42,423,434,443,423,424,234,403,430,430,400,300,300,34,34,3,hs,205,205,405
California,6,1637,Black,postgrad,2,1,12903,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,14,14,12,12,124,124,144,122,124,244,103,140,120,100,200,400,44,24,1,col,105,105,1003
California,6,2096,Hispanic,col,3,1,75683,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,24,21,23,22,221,234,241,223,224,214,203,210,230,200,300,100,14,34,3,col,205,105,2003
California,6,4646,White,nohs,1,2,52554,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,44,43,41,41,413,414,443,411,414,134,403,430,410,400,100,300,34,14,1,hs,105,205,405
California,6,3473,Black,nohs,4,1,15765,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,14,13,14,12,123,144,143,124,124,234,103,130,140,100,400,300,34,44,4,hs,305,205,1003
California,6,668,Hispanic,postgrad,1,1,6836,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,24,24,21,22,224,214,244,221,224,244,203,240,210,200,100,400,44,14,1,col,105,105,2003
California,6,2504,Hispanic,nohs,3,1,263453,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,24,23,23,22,223,234,243,223,224,234,203,230,230,200,300,300,34,34,3,hs,205,205,2003
California,6,5309,Black,hs,2,2,46623,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,14,12,12,11,112,124,142,112,114,124,103,120,120,100,200,200,24,24,1,hs,105,205,1003
California,6,6431,Other,hs,3,2,103214,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,34,32,33,31,312,334,342,313,314,124,303,320,330,300,300,200,24,34,3,hs,205,205,3003
California,6,2708,Hispanic,postgrad,3,1,41334,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,24,24,23,22,224,234,244,223,224,244,203,240,230,200,300,400,44,34,3,col,205,105,2003
California,6,3830,White,postgrad,4,1,259895,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,44,44,44,42,424,444,444,424,424,244,403,440,440,400,400,400,44,44,4,col,305,105,405
California,6,4493,Black,nohs,1,2,21617,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,14,13,11,11,113,114,143,111,114,134,103,130,110,100,100,300,34,14,1,hs,105,205,1003
California,6,1688,Hispanic,postgrad,2,1,37651,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,24,24,22,22,224,224,244,222,224,244,203,240,220,200,200,400,44,24,1,col,105,105,2003
California,6,4238,White,col,1,2,238383,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,44,41,41,41,411,414,441,411,414,114,403,410,410,400,100,100,14,14,1,col,105,105,405
California,6,5615,Other,nohs,2,2,33392,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,34,33,32,31,313,324,343,312,314,134,303,330,320,300,200,300,34,24,1,hs,105,205,3003
California,6,4901,Black,somecol,1,2,88036,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,14,15,11,11,115,114,145,111,114,154,103,150,110,100,100,500,54,14,1,hs,105,205,1003
California,6,7706,White,nohs,4,2,151364,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,44,43,44,41,413,444,443,414,414,134,403,430,440,400,400,300,34,44,4,hs,305,205,405
California,6,6737,Black,postgrad,3,2,26755,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,14,14,13,11,114,134,144,113,114,144,103,140,130,100,300,400,44,34,3,col,205,105,1003
California,6,3932,Hispanic,somecol,4,1,57641,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,24,25,24,22,225,244,245,224,224,254,203,250,240,200,400,500,54,44,4,hs,305,205,2003
California,6,6686,White,nohs,3,2,88609,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,44,43,43,41,413,434,443,413,414,134,403,430,430,400,300,300,34,34,3,hs,205,205,405
California,6,5768,Hispanic,postgrad,2,2,62580,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,24,24,22,21,214,224,244,212,214,144,203,240,220,200,200,400,44,24,1,col,105,105,2003
California,6,8063,Other,somecol,4,2,68727,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,34,35,34,31,315,344,345,314,314,154,303,350,340,300,400,500,54,44,4,hs,305,205,3003
California,6,6890,White,postgrad,3,2,337008,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,44,44,43,41,414,434,444,413,414,144,403,440,430,400,300,400,44,34,3,col,205,105,405
California,6,566,White,nohs,1,1,87495,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,44,43,41,42,423,414,443,421,424,234,403,430,410,400,100,300,34,14,1,hs,105,205,405
California,6,6176,Hispanic,col,3,2,79000,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,24,21,23,21,211,234,241,213,214,114,203,210,230,200,300,100,14,34,3,col,205,105,2003
California,6,5462,White,hs,2,2,169917,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,44,42,42,41,412,424,442,412,414,124,403,420,420,400,200,200,24,24,1,hs,105,205,405
California,6,2147,Other,col,3,1,155914,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,34,31,33,32,321,334,341,323,324,214,303,310,330,300,300,100,14,34,3,col,205,105,3003
California,6,4697,Black,postgrad,1,2,3273,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,14,14,11,11,114,114,144,111,114,144,103,140,110,100,100,400,44,14,1,col,105,105,1003
California,6,1433,Black,nohs,2,1,25383,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,14,13,12,12,123,124,143,122,124,234,103,130,120,100,200,300,34,24,1,hs,105,205,1003
California,6,3524,Hispanic,nohs,4,1,127602,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,24,23,24,22,223,244,243,224,224,234,203,230,240,200,400,300,34,44,4,hs,305,205,2003
California,6,719,Other,postgrad,1,1,19327,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,34,34,31,32,324,314,344,321,324,244,303,340,310,300,100,400,44,14,1,col,105,105,3003
California,6,5819,Other,postgrad,2,2,105578,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,34,34,32,31,314,324,344,312,314,144,303,340,320,300,200,400,44,24,1,col,105,105,3003
California,6,8114,White,somecol,4,2,506352,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,44,45,44,41,415,444,445,414,414,154,403,450,440,400,400,500,54,44,4,hs,305,205,405
California,6,6482,White,hs,3,2,423875,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,44,42,43,41,412,434,442,413,414,124,403,420,430,400,300,200,24,34,3,hs,205,205,405
California,6,2759,Other,postgrad,3,1,101722,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,34,34,33,32,324,334,344,323,324,244,303,340,330,300,300,400,44,34,3,col,205,105,3003
California,6,2453,Black,nohs,3,1,32331,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,14,13,13,12,123,134,143,123,124,234,103,130,130,100,300,300,34,34,3,hs,205,205,1003
California,6,5513,Black,nohs,2,2,18038,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,14,13,12,11,113,124,143,112,114,134,103,130,120,100,200,300,34,24,1,hs,105,205,1003
California,6,1739,Other,postgrad,2,1,87389,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,34,34,32,32,324,324,344,322,324,244,303,340,320,300,200,400,44,24,1,col,105,105,3003
California,6,6839,Other,postgrad,3,2,85360,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,34,34,33,31,314,334,344,313,314,144,303,340,330,300,300,400,44,34,3,col,205,105,3003
California,6,6125,Black,col,3,2,41214,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,14,11,13,11,111,134,141,113,114,114,103,110,130,100,300,100,14,34,3,col,205,105,1003
California,6,7757,Black,postgrad,4,2,10059,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,14,14,14,11,114,144,144,114,114,144,103,140,140,100,400,400,44,44,4,col,305,105,1003
California,6,5411,Other,hs,2,2,58940,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,34,32,32,31,312,324,342,312,314,124,303,320,320,300,200,200,24,24,1,hs,105,205,3003
California,6,6788,Hispanic,postgrad,3,2,39192,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,24,24,23,21,214,234,244,213,214,144,203,240,230,200,300,400,44,34,3,col,205,105,2003
California,6,3983,Other,somecol,4,1,62016,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,34,35,34,32,325,344,345,324,324,254,303,350,340,300,400,500,54,44,4,hs,305,205,3003
California,6,6533,Black,nohs,3,2,25685,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,14,13,13,11,113,134,143,113,114,134,103,130,130,100,300,300,34,34,3,hs,205,205,1003
California,6,209,Black,hs,1,1,58618,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,14,12,11,12,122,114,142,121,124,224,103,120,110,100,100,200,24,14,1,hs,105,205,1003
California,6,7859,Other,postgrad,4,2,25793,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,34,34,34,31,314,344,344,314,314,144,303,340,340,300,400,400,44,44,4,col,305,105,3003
California,6,5564,Hispanic,nohs,2,2,141605,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,24,23,22,21,213,224,243,212,214,134,203,230,220,200,200,300,34,24,1,hs,105,205,2003
California,6,3881,Black,somecol,4,1,38075,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,14,15,14,12,125,144,145,124,124,254,103,150,140,100,400,500,54,44,4,hs,305,205,1003
California,6,4952,Hispanic,somecol,1,2,539558,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,24,25,21,21,215,214,245,211,214,154,203,250,210,200,100,500,54,14,1,hs,105,205,2003
California,6,311,Other,hs,1,1,95172,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,34,32,31,32,322,314,342,321,324,224,303,320,310,300,100,200,24,14,1,hs,105,205,3003
California,6,2912,Hispanic,somecol,3,1,239642,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,24,25,23,22,225,234,245,223,224,254,203,250,230,200,300,500,54,34,3,hs,205,205,2003
California,6,260,Hispanic,hs,1,1,402009,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,24,22,21,22,222,214,242,221,224,224,203,220,210,200,100,200,24,14,1,hs,105,205,2003
California,6,2810,White,postgrad,3,1,376295,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,44,44,43,42,424,434,444,423,424,244,403,440,430,400,300,400,44,34,3,col,205,105,405
California,6,2861,Black,somecol,3,1,116281,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,14,15,13,12,125,134,145,123,124,254,103,150,130,100,300,500,54,34,3,hs,205,205,1003
California,6,1790,White,postgrad,2,1,200115,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,44,44,42,42,424,424,444,422,424,244,403,440,420,400,200,400,44,24,1,col,105,105,405
California,6,362,White,hs,1,1,283351,Male,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,44,42,41,42,422,414,442,421,424,224,403,420,410,400,100,200,24,14,1,hs,105,205,405
California,6,7808,Hispanic,postgrad,4,2,9831,Female,CA,93,west,pacific,west,6,CA,93,west,california,0.254505319,0.069395156,0.495590847,0.268578613,0.63,0.44225266,0.548082862,0.618728112,0.027694326,0,west,24,24,24,21,214,244,244,214,214,144,203,240,240,200,400,400,44,44,4,col,305,105,2003
Colorado,8,7299,White,col,4,2,45086,Female,CO,84,west,interior,west,8,CO,84,west,interior,0.245994593,0.037895311,0.771162493,0.142742482,0.61,0.427997297,0.698917727,0.527480072,0.024690825,1,west,44,41,44,41,411,444,441,414,414,114,409,411,441,401,401,101,14,44,4,col,306,106,406
Colorado,8,3678,Black,postgrad,4,1,549,Male,CO,84,west,interior,west,8,CO,84,west,interior,0.245994593,0.037895311,0.771162493,0.142742482,0.61,0.427997297,0.698917727,0.527480072,0.024690825,1,west,14,14,14,12,124,144,144,124,124,244,109,141,141,101,401,401,44,44,4,col,306,106,1009
