state,X,vote,reg2,region,race_eth,age,income,edu5,sex,weight,married,pewweight,demVote,fips,postal,GESTCEN,alt.region,new.subregion,white.religion,black_pct,whitenh_pct,hispanic_pct,religion.gallup,religion.composite,turnout.acs.cvap,demTwoPartyShare,otherVoteShare,otherVote,age4,race.region,race.edu,race.age,race.sex,race.sex.edu,race.age.region,race.edu.region,race.sex.age,race.sex.region,sex.edu.region,race.subregion,edu.region,age.region,age3,edu2,age.state,edu.state,race.state
Alaska,15682,Romney,yes,west,White,63,"$30,000-$50,000",somecol,Female,0.53,DK/NA,1,0,2,AK,94,west,interior,0.253847809,0.031932403,0.682378804,0.048111508,0.65,0.451923905,0.56956483,0.426847095,0.043857635,0,3,44,45,43,41,415,434,445,413,414,154,409,54,34,3,hs,202,202,402
Alaska,13427,Romney,yes,west,White,21,"$4,000 to $4,999",somecol,Male,1.822,Not Married,1,0,2,AK,94,west,interior,0.253847809,0.031932403,0.682378804,0.048111508,0.65,0.451923905,0.56956483,0.426847095,0.043857635,0,1,44,45,41,42,425,414,445,421,424,254,409,54,14,1,hs,102,202,402
Alaska,15680,Obama,yes,west,White,49,"$50,000-$75,000",col,Male,0.247,Never been married,1,1,2,AK,94,west,interior,0.253847809,0.031932403,0.682378804,0.048111508,0.65,0.451923905,0.56956483,0.426847095,0.043857635,0,3,44,41,43,42,421,434,441,423,424,214,409,14,34,3,col,202,102,402
Alaska,4824,Romney,yes,west,White,46,"100 to under $150,000",hs,Male,4.833333333,Married,1,0,2,AK,94,west,interior,0.253847809,0.031932403,0.682378804,0.048111508,0.65,0.451923905,0.56956483,0.426847095,0.043857635,0,3,44,42,43,42,422,434,442,423,424,224,409,24,34,3,hs,202,202,402
Alaska,8650,Obama,yes,west,White,52,"40 to under $50,000",col,Female,2.083333333,Living with a partner,0.583007063,1,2,AK,94,west,interior,0.253847809,0.031932403,0.682378804,0.048111508,0.65,0.451923905,0.56956483,0.426847095,0.043857635,0,3,44,41,43,41,411,434,441,413,414,114,409,14,34,3,col,202,102,402
Alaska,12532,Obama,yes,west,White,69,"$5,000 to $7,499",postgrad,Female,0.231,Not Married,1,1,2,AK,94,west,interior,0.253847809,0.031932403,0.682378804,0.048111508,0.65,0.451923905,0.56956483,0.426847095,0.043857635,0,4,44,44,44,41,414,444,444,414,414,144,409,44,44,4,col,302,102,402
Alaska,7417,Romney,yes,west,White,73,"10 to under $20,000",somecol,Female,1.083333333,Don't know/Refused (VOL.),0.303163673,0,2,AK,94,west,interior,0.253847809,0.031932403,0.682378804,0.048111508,0.65,0.451923905,0.56956483,0.426847095,0.043857635,0,4,44,45,44,41,415,444,445,414,414,154,409,54,44,4,hs,302,202,402
Alaska,12931,Romney,yes,west,White,44,"$1,000 to $1,999",somecol,Male,0.675,Not Married,1,0,2,AK,94,west,interior,0.253847809,0.031932403,0.682378804,0.048111508,0.65,0.451923905,0.56956483,0.426847095,0.043857635,0,2,44,45,42,42,425,424,445,422,424,254,409,54,24,1,hs,102,202,402
Alaska,7416,Obama,yes,west,White,26,"75 to under $100,000",col,Male,3.958333333,Living with a partner,1.10771342,1,2,AK,94,west,interior,0.253847809,0.031932403,0.682378804,0.048111508,0.65,0.451923905,0.56956483,0.426847095,0.043857635,0,1,44,41,41,42,421,414,441,421,424,214,409,14,14,1,col,102,102,402
Alaska,14364,Obama,yes,west,White,75,"Over $75,000",postgrad,Male,0.517,Married,1,1,2,AK,94,west,interior,0.253847809,0.031932403,0.682378804,0.048111508,0.65,0.451923905,0.56956483,0.426847095,0.043857635,0,4,44,44,44,42,424,444,444,424,424,244,409,44,44,4,col,302,102,402
Alaska,5068,Romney,yes,west,White,64,"75 to under $100,000",hs,Male,3.708333333,Married,1,0,2,AK,94,west,interior,0.253847809,0.031932403,0.682378804,0.048111508,0.65,0.451923905,0.56956483,0.426847095,0.043857635,0,3,44,42,43,42,422,434,442,423,424,224,409,24,34,3,hs,202,202,402
Alaska,6240,Obama,yes,west,Other,24,"10 to under $20,000",nohs,Male,8.125,Never been married,2.273727547,1,2,AK,94,west,interior,0.253847809,0.031932403,0.682378804,0.048111508,0.65,0.451923905,0.56956483,0.426847095,0.043857635,0,1,34,33,31,32,323,314,343,321,324,234,309,34,14,1,hs,102,202,3009
Alaska,8656,Romney,yes,west,White,72,"75 to under $100,000",postgrad,Female,1,Divorced,0.27984339,0,2,AK,94,west,interior,0.253847809,0.031932403,0.682378804,0.048111508,0.65,0.451923905,0.56956483,0.426847095,0.043857635,0,4,44,44,44,41,414,444,444,414,414,144,409,44,44,4,col,302,102,402
Alaska,13940,Other,yes,west,White,52,"Over $75,000",col,Male,0.307,Divorced,1,0,2,AK,94,west,interior,0.253847809,0.031932403,0.682378804,0.048111508,0.65,0.451923905,0.56956483,0.426847095,0.043857635,1,3,44,41,43,42,421,434,441,423,424,214,409,14,34,3,col,202,102,402
Alaska,3462,Romney,yes,west,White,32,"30 to under $40,000",somecol,Female,5.75,Married,1,0,2,AK,94,west,interior,0.253847809,0.031932403,0.682378804,0.048111508,0.65,0.451923905,0.56956483,0.426847095,0.043857635,0,2,44,45,42,41,415,424,445,412,414,154,409,54,24,1,hs,102,202,402
Alaska,15679,Romney,yes,west,White,76,"$15,000-$30,000",hs,Male,0.345,Divorced,1,0,2,AK,94,west,interior,0.253847809,0.031932403,0.682378804,0.048111508,0.65,0.451923905,0.56956483,0.426847095,0.043857635,0,4,44,42,44,42,422,444,442,424,424,224,409,24,44,4,hs,302,202,402
Alaska,3547,Romney,yes,west,White,79,"20 to under $30,000",col,Male,1,Widowed,1,0,2,AK,94,west,interior,0.253847809,0.031932403,0.682378804,0.048111508,0.65,0.451923905,0.56956483,0.426847095,0.043857635,0,4,44,41,44,42,421,444,441,424,424,214,409,14,44,4,col,302,102,402
Arizona,5067,Romney,yes,west,White,63,"20 to under $30,000",somecol,Female,3.458333333,Divorced,1,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,44,45,43,41,415,434,445,413,414,154,409,54,34,3,hs,203,203,403
Arizona,12296,Romney,yes,west,White,28,"$10,000 to $14,999",somecol,Male,1.796,Married,1,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,1,44,45,41,42,425,414,445,421,424,254,409,54,14,1,hs,103,203,403
Arizona,9913,Romney,yes,west,Hispanic,46,"50 to under $75,000",postgrad,Male,3.583333333,NA,1,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,24,24,23,22,224,234,244,223,224,244,209,44,34,3,col,203,103,2009
Arizona,12297,Romney,yes,west,White,60,"$7,500 to $9,999",postgrad,Female,0.282,Not Married,1,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,44,44,43,41,414,434,444,413,414,144,409,44,34,3,col,203,103,403
Arizona,4116,Other,yes,west,Hispanic,20,"Less than $10,000",hs,Male,3.375,Never been married,1,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,1,1,24,22,21,22,222,214,242,221,224,224,209,24,14,1,hs,103,203,2009
Arizona,15334,Obama,yes,west,White,63,"Over $75,000",postgrad,Female,0.419,Married,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,44,44,43,41,414,434,444,413,414,144,409,44,34,3,col,203,103,403
Arizona,8379,Obama,yes,west,White,64,"75 to under $100,000",col,Male,1.583333333,Married,0.443085368,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,44,41,43,42,421,434,441,423,424,214,409,14,34,3,col,203,103,403
Arizona,1900,Romney,yes,west,White,31,REF,postgrad,Female,0.6346,NA,1,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,2,44,44,42,41,414,424,444,412,414,144,409,44,24,1,col,103,103,403
Arizona,12295,Obama,yes,west,Black,39,"$10,000 to $14,999",postgrad,Male,0.846,Not Married,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,2,14,14,12,12,124,124,144,122,124,244,109,44,24,1,col,103,103,1009
Arizona,8419,Romney,yes,west,White,21,"$150,000 or more",col,Female,2.75,Widowed,0.769569324,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,1,44,41,41,41,411,414,441,411,414,114,409,14,14,1,col,103,103,403
Arizona,5297,Romney,yes,west,White,74,"10 to under $20,000",postgrad,Female,1,Divorced,0.27984339,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,4,44,44,44,41,414,444,444,414,414,144,409,44,44,4,col,303,103,403
Arizona,8417,Romney,yes,west,Hispanic,18,"75 to under $100,000",nohs,Male,4.875,Never been married,1.364236528,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,1,24,23,21,22,223,214,243,221,224,234,209,34,14,1,hs,103,203,2009
Arizona,6578,Obama,yes,west,White,80,"50 to under $75,000",col,Male,1.041666667,Married,0.291503532,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,4,44,41,44,42,421,444,441,424,424,214,409,14,44,4,col,303,103,403
Arizona,15746,Obama,yes,west,White,51,"$50,000-$75,000",somecol,Female,1.783,Never been married,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,44,45,43,41,415,434,445,413,414,154,409,54,34,3,hs,203,203,403
Arizona,8688,Romney,yes,west,White,66,(VOL.) Don't know/Refused,postgrad,Male,1.833333333,Living with a partner,0.513046216,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,4,44,44,44,42,424,444,444,424,424,244,409,44,44,4,col,303,103,403
Arizona,13799,Obama,yes,west,White,62,"$30,000-$50,000",hs,Female,0.809,Married,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,44,42,43,41,412,434,442,413,414,124,409,24,34,3,hs,203,203,403
Arizona,4586,Obama,yes,west,White,62,"$150,000 or more",postgrad,Male,1.708333333,Married,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,44,44,43,42,424,434,444,423,424,244,409,44,34,3,col,203,103,403
Arizona,8928,Obama,yes,west,White,56,"100 to under $150,000",postgrad,Male,2,Married,0.559686781,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,44,44,43,42,424,434,444,423,424,244,409,44,34,3,col,203,103,403
Arizona,10548,Obama,yes,west,White,64,"$100,000 to under $150,000",postgrad,Male,0.708943528,NA,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,44,44,43,42,424,434,444,423,424,244,409,44,34,3,col,203,103,403
Arizona,10531,Obama,yes,west,White,66,"$20,000 to under $30,000",somecol,Male,0.453258977,NA,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,4,44,45,44,42,425,444,445,424,424,254,409,54,44,4,hs,303,203,403
Arizona,14959,Obama,yes,west,White,59,"Over $75,000",postgrad,Female,0.457,Married,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,44,44,43,41,414,434,444,413,414,144,409,44,34,3,col,203,103,403
Arizona,14958,Romney,yes,west,White,36,"$15,000-$30,000",somecol,Male,1.437,Separated,1,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,2,44,45,42,42,425,424,445,422,424,254,409,54,24,1,hs,103,203,403
Arizona,8660,Romney,yes,west,White,63,"$150,000 or more",col,Female,2.708333333,Married,0.757909182,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,44,41,43,41,411,434,441,413,414,114,409,14,34,3,col,203,103,403
Arizona,9243,Romney,yes,west,White,66,"30 to under $40,000",somecol,Female,1.416666667,NA,1,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,4,44,45,44,41,415,444,445,414,414,154,409,54,44,4,hs,303,203,403
Arizona,12294,Obama,yes,west,White,83,"$5,000 to $7,499",postgrad,Female,0.765,Married,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,4,44,44,44,41,414,444,444,414,414,144,409,44,44,4,col,303,103,403
Arizona,6178,Obama,yes,west,White,74,"20 to under $30,000",somecol,Female,2.75,Widowed,0.769569324,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,4,44,45,44,41,415,444,445,414,414,154,409,54,44,4,hs,303,203,403
Arizona,11460,Romney,yes,west,White,71,"$10,000 to under $20,000",hs,Female,0.383526827,NA,1,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,4,44,42,44,41,412,444,442,414,414,124,409,24,44,4,hs,303,203,403
Arizona,10710,Romney,yes,west,White,77,"$150,000 or over",postgrad,Male,0.348660751,NA,1,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,4,44,44,44,42,424,444,444,424,424,244,409,44,44,4,col,303,103,403
Arizona,15397,Romney,yes,west,White,62,"Over $75,000",postgrad,Male,0.436,Married,1,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,44,44,43,42,424,434,444,423,424,244,409,44,34,3,col,203,103,403
Arizona,10020,Romney,yes,west,White,50,"50 to under $75,000",postgrad,Male,3.541666667,NA,1,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,44,44,43,42,424,434,444,423,424,244,409,44,34,3,col,203,103,403
Arizona,10541,Romney,yes,west,White,67,"$75,000 to under $100,000",col,Male,0.337038726,NA,1,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,4,44,41,44,42,421,444,441,424,424,214,409,14,44,4,col,303,103,403
Arizona,15563,Obama,yes,west,Black,51,"Over $75,000",col,Female,0.558,Divorced,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,14,11,13,11,111,134,141,113,114,114,109,14,34,3,col,203,103,1009
Arizona,11111,Obama,yes,west,Hispanic,25,"$10,000 to under $20,000",col,Male,1.22031263,NA,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,1,24,21,21,22,221,214,241,221,224,214,209,14,14,1,col,103,103,2009
Arizona,10065,Obama,yes,west,Hispanic,20,"10 to under $20,000",somecol,Female,7.833333333,NA,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,1,24,25,21,21,215,214,245,211,214,154,209,54,14,1,hs,103,203,2009
Arizona,13497,Obama,yes,west,White,28,"$3,000 to $3,999",somecol,Female,1.525,Married,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,1,44,45,41,41,415,414,445,411,414,154,409,54,14,1,hs,103,203,403
Arizona,1927,Obama,yes,west,White,61,$30-40K,col,Female,0.3976,NA,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,44,41,43,41,411,434,441,413,414,114,409,14,34,3,col,203,103,403
Arizona,1898,Romney,yes,west,White,82,REF,somecol,Female,0.3161,NA,1,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,4,44,45,44,41,415,444,445,414,414,154,409,54,44,4,hs,303,203,403
Arizona,14086,Obama,yes,west,White,44,"$50,000-$75,000",col,Male,0.745,Married,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,2,44,41,42,42,421,424,441,422,424,214,409,14,24,1,col,103,103,403
Arizona,7344,Romney,yes,west,White,50,"50 to under $75,000",somecol,Male,2.5,Married,0.699608476,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,44,45,43,42,425,434,445,423,424,254,409,54,34,3,hs,203,203,403
Arizona,1782,Obama,yes,west,zzz,49,REF,postgrad,Male,0.59,NA,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,54,54,53,52,524,534,544,523,524,244,509,44,34,3,col,203,103,5009
Arizona,1932,Romney,yes,west,White,54,$30-40K,hs,Male,2.2882,NA,1,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,44,42,43,42,422,434,442,423,424,224,409,24,34,3,hs,203,203,403
Arizona,14106,Obama,yes,west,White,65,"$50,000-$75,000",postgrad,Female,0.222,Married,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,4,44,44,44,41,414,444,444,414,414,144,409,44,44,4,col,303,103,403
Arizona,1897,Obama,yes,west,White,54,OVER $100K,postgrad,Male,0.4515,NA,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,44,44,43,42,424,434,444,423,424,244,409,44,34,3,col,203,103,403
Arizona,10713,Romney,yes,west,White,84,"$20,000 to under $30,000",somecol,Female,0.255684551,NA,1,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,4,44,45,44,41,415,444,445,414,414,154,409,54,44,4,hs,303,203,403
Arizona,11390,Romney,yes,west,Other,45,"$150,000 or over",postgrad,Male,0.488125052,NA,1,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,34,34,33,32,324,334,344,323,324,244,309,44,34,3,col,203,103,3009
Arizona,1917,Romney,yes,west,White,-1,REF,somecol,Female,0.2636,NA,1,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,1,44,45,41,41,415,414,445,411,414,154,409,54,14,1,hs,103,203,403
Arizona,13512,Obama,yes,west,Hispanic,62,"$1,000 to $1,999",nohs,Female,1.703,Not Married,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,24,23,23,21,213,234,243,213,214,134,209,34,34,3,hs,203,203,2009
Arizona,8889,Romney,yes,west,White,65,"100 to under $150,000",col,Female,1.375,Married,0.384784662,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,4,44,41,44,41,411,444,441,414,414,114,409,14,44,4,col,303,103,403
Arizona,12956,Romney,yes,west,White,18,Under $60,hs,Male,2.333,Married,1,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,1,44,42,41,42,422,414,442,421,424,224,409,24,14,1,hs,103,203,403
Arizona,3272,Obama,yes,west,White,82,(VOL.) Don't know/Refused,somecol,Female,1.208333333,Widowed,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,4,44,45,44,41,415,444,445,414,414,154,409,54,44,4,hs,303,203,403
Arizona,8412,Romney,yes,west,White,25,"30 to under $40,000",somecol,Female,5.333333333,Married,1.492498082,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,1,44,45,41,41,415,414,445,411,414,154,409,54,14,1,hs,103,203,403
Arizona,3896,Obama,yes,west,Hispanic,19,"10 to under $20,000",hs,Male,3.833333333,Never been married,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,1,24,22,21,22,222,214,242,221,224,224,209,24,14,1,hs,103,203,2009
Arizona,13547,Romney,yes,west,White,85,"$1,000 to $1,999",somecol,Female,0.483,Married,1,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,4,44,45,44,41,415,444,445,414,414,154,409,54,44,4,hs,303,203,403
Arizona,7348,Romney,yes,west,Hispanic,23,"100 to under $150,000",somecol,Male,2.5,Never been married,0.699608476,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,1,24,25,21,22,225,214,245,221,224,254,209,54,14,1,hs,103,203,2009
Arizona,1780,Obama,yes,west,White,53,$50-75K,col,Male,0.6184,NA,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,44,41,43,42,421,434,441,423,424,214,409,14,34,3,col,203,103,403
Arizona,16063,Obama,yes,west,Hispanic,43,Under 20 thousand dollars,hs,Female,1.4486317,Divorced,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,2,24,22,22,21,212,224,242,212,214,124,209,24,24,1,hs,103,203,2009
Arizona,9252,Obama,yes,west,White,48,"100 to under $150,000",col,Female,2.291666667,NA,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,44,41,43,41,411,434,441,413,414,114,409,14,34,3,col,203,103,403
Arizona,14823,Romney,yes,west,White,65,"$50,000-$75,000",nohs,Female,0.888,Married,1,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,4,44,43,44,41,413,444,443,414,414,134,409,34,44,4,hs,303,203,403
Arizona,5685,Obama,yes,west,White,59,(VOL.) Don't know/Refused,postgrad,Male,1.416666667,Married,0.396444803,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,44,44,43,42,424,434,444,423,424,244,409,44,34,3,col,203,103,403
Arizona,10057,Obama,yes,west,Black,64,"100 to under $150,000",somecol,Male,2.916666667,NA,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,14,15,13,12,125,134,145,123,124,254,109,54,34,3,hs,203,203,1009
Arizona,3720,Romney,yes,west,White,54,"100 to under $150,000",somecol,Female,4.125,Married,1,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,44,45,43,41,415,434,445,413,414,154,409,54,34,3,hs,203,203,403
Arizona,16285,Romney,yes,west,Other,53,75 to under 100 thousand,col,Female,0.7423256,Married,1,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,34,31,33,31,311,334,341,313,314,114,309,14,34,3,col,203,103,3009
Arizona,8659,Obama,yes,west,White,76,(VOL.) Don't know/Refused,somecol,Female,1.708333333,Never been married,0.478065792,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,4,44,45,44,41,415,444,445,414,414,154,409,54,44,4,hs,303,203,403
Arizona,8377,Obama,yes,west,White,85,"30 to under $40,000",postgrad,Female,1,Never been married,0.27984339,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,4,44,44,44,41,414,444,444,414,414,144,409,44,44,4,col,303,103,403
Arizona,16060,Romney,yes,west,White,60,35 to under 50 thousand,somecol,Male,0.6717437,Single,1,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,44,45,43,42,425,434,445,423,424,254,409,54,34,3,hs,203,203,403
Arizona,1902,Obama,yes,west,White,65,$75-100K,col,Female,0.2766,NA,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,4,44,41,44,41,411,444,441,414,414,114,409,14,44,4,col,303,103,403
Arizona,7896,Obama,yes,west,Hispanic,62,(VOL.) Don't know/Refused,somecol,Female,3.958333333,Married,1.10771342,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,24,25,23,21,215,234,245,213,214,154,209,54,34,3,hs,203,203,2009
Arizona,9843,Romney,yes,west,White,33,"75 to under $100,000",postgrad,Male,1.958333333,NA,1,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,2,44,44,42,42,424,424,444,422,424,244,409,44,24,1,col,103,103,403
Arizona,1912,Romney,yes,west,Hispanic,37,$50-75K,somecol,Female,1.3679,NA,1,0,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,2,24,25,22,21,215,224,245,212,214,154,209,54,24,1,hs,103,203,2009
Arizona,13827,Obama,yes,west,White,50,"$50,000-$75,000",somecol,Female,0.263,Married,1,1,4,AZ,86,west,interior,0.273364253,0.041735635,0.671438935,0.204153104,0.65,0.461682127,0.519855305,0.453866198,0.02066845,0,3,44,45,43,41,415,434,445,413,414,154,409,54,34,3,hs,203,203,403
