state,X,vote,reg2,race_eth,age,edu5,sex,weight,demVote,fips,postal,GESTCEN,census.region,alt.subregion,alt.region,new.subregion,white.religion,vap.turnout,whitenh_pct,hispanic_pct,black_pct,cvap.turnout,religion.gallup,religion.composite,otherVoteShare,demTwoPartyShare,turnout.acs.cvap.04,otherVote,age4,region,race.region,race.edu,race.age,race.sex,race.sex.edu,race.age.region,race.edu.region,race.sex.age,race.sex.region,sex.edu.region,race.subregion,edu.region,age.region,age3,edu2,age.state,edu.state,race.state
Arkansas,8849,Kerry,yes,White,77,hs,Female,1.355555556,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,4,south,43,42,44,41,412,443,432,414,413,123,412,23,43,4,hs,303,203,403
Arkansas,5886,Bush,yes,White,75,hs,Male,0.83,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,4,south,43,42,44,42,422,443,432,424,423,223,412,23,43,4,hs,303,203,403
Arkansas,7525,Bush,yes,White,64,col,Male,1.534883721,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,43,41,43,42,421,433,431,423,423,213,412,13,33,3,col,203,103,403
Arkansas,11079,Kerry,yes,White,20,nohs,Male,3.844444444,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,1,south,43,43,41,42,423,413,433,421,423,233,412,33,13,1,hs,103,203,403
Arkansas,6147,Kerry,yes,White,37,hs,Male,1.14,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,43,42,42,42,422,423,432,422,423,223,412,23,23,1,hs,103,203,403
Arkansas,6060,Kerry,yes,White,45,col,Female,0.5,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,43,41,43,41,411,433,431,413,413,113,412,13,33,3,col,203,103,403
Arkansas,11085,Bush,yes,White,18,hs,Male,3.333333333,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,1,south,43,42,41,42,422,413,432,421,423,223,412,23,13,1,hs,103,203,403
Arkansas,3244,Bush,yes,White,75,nohs,Female,1.35,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,4,south,43,43,44,41,413,443,433,414,413,133,412,33,43,4,hs,303,203,403
Arkansas,12532,Bush,yes,White,40,hs,Female,3.133333333,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,43,42,42,41,412,423,432,412,413,123,412,23,23,1,hs,103,203,403
Arkansas,7961,Bush,yes,White,30,postgrad,Male,2.046511628,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,43,44,42,42,424,423,434,422,423,243,412,43,23,1,col,103,103,403
Arkansas,12534,Kerry,yes,Black,50,hs,Female,2.777777778,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,13,12,13,11,112,133,132,113,113,123,112,23,33,3,hs,203,203,1012
Arkansas,4947,Kerry,yes,White,67,somecol,Female,0.65,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,4,south,43,45,44,41,415,443,435,414,413,153,412,53,43,4,hs,303,203,403
Arkansas,6050,Bush,yes,White,57,col,Female,0.49,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,43,41,43,41,411,433,431,413,413,113,412,13,33,3,col,203,103,403
Arkansas,12535,Kerry,yes,Black,36,col,Female,1.933333333,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,13,11,12,11,111,123,131,112,113,113,112,13,23,1,col,103,103,1012
Arkansas,11074,Kerry,yes,White,84,postgrad,Female,1,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,4,south,43,44,44,41,414,443,434,414,413,143,412,43,43,4,col,303,103,403
Arkansas,6901,Bush,yes,White,38,col,Male,1.805555556,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,43,41,42,42,421,423,431,422,423,213,412,13,23,1,col,103,103,403
Arkansas,8838,Bush,yes,White,49,somecol,Female,2,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,43,45,43,41,415,433,435,413,413,153,412,53,33,3,hs,203,203,403
Arkansas,4803,Kerry,yes,White,42,hs,Female,1.16,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,43,42,42,41,412,423,432,412,413,123,412,23,23,1,hs,103,203,403
Arkansas,2902,Kerry,yes,White,65,hs,Female,2.081081081,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,4,south,43,42,44,41,412,443,432,414,413,123,412,23,43,4,hs,303,203,403
Arkansas,2853,Bush,yes,White,53,postgrad,Male,1.27027027,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,43,44,43,42,424,433,434,423,423,243,412,43,33,3,col,203,103,403
Arkansas,4488,Kerry,yes,White,80,nohs,Female,2.14,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,4,south,43,43,44,41,413,443,433,414,413,133,412,33,43,4,hs,303,203,403
Arkansas,11086,Kerry,yes,White,70,col,Female,1,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,4,south,43,41,44,41,411,443,431,414,413,113,412,13,43,4,col,303,103,403
Arkansas,9196,Bush,yes,White,58,somecol,Male,1.822222222,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,43,45,43,42,425,433,435,423,423,253,412,53,33,3,hs,203,203,403
Arkansas,11082,Kerry,yes,White,71,nohs,Male,2.333333333,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,4,south,43,43,44,42,423,443,433,424,423,233,412,33,43,4,hs,303,203,403
Arkansas,12531,Bush,yes,White,40,hs,Male,2.8,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,43,42,42,42,422,423,432,422,423,223,412,23,23,1,hs,103,203,403
Arkansas,12537,Bush,yes,White,34,hs,Male,3.333333333,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,43,42,42,42,422,423,432,422,423,223,412,23,23,1,hs,103,203,403
Arkansas,2894,Kerry,yes,White,50,somecol,Male,2.189189189,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,43,45,43,42,425,433,435,423,423,253,412,53,33,3,hs,203,203,403
Arkansas,3828,Kerry,yes,White,55,postgrad,Male,0.51,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,43,44,43,42,424,433,434,423,423,243,412,43,33,3,col,203,103,403
Arkansas,4811,Kerry,yes,White,45,somecol,Female,0.98,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,43,45,43,41,415,433,435,413,413,153,412,53,33,3,hs,203,203,403
Arkansas,2895,Kerry,yes,White,41,col,Male,1.864864865,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,43,41,42,42,421,423,431,422,423,213,412,13,23,1,col,103,103,403
Arkansas,8837,Bush,yes,White,35,nohs,Male,2.644444444,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,43,43,42,42,423,423,433,422,423,233,412,33,23,1,hs,103,203,403
Arkansas,8788,Kerry,yes,Black,57,hs,Female,1.755555556,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,13,12,13,11,112,133,132,113,113,123,112,23,33,3,hs,203,203,1012
Arkansas,5444,Bush,yes,White,39,somecol,Male,0.57,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,43,45,42,42,425,423,435,422,423,253,412,53,23,1,hs,103,203,403
Arkansas,9176,Kerry,yes,White,28,col,Female,1.333333333,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,1,south,43,41,41,41,411,413,431,411,413,113,412,13,13,1,col,103,103,403
Arkansas,4313,Kerry,yes,White,65,postgrad,Female,0.49,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,4,south,43,44,44,41,414,443,434,414,413,143,412,43,43,4,col,303,103,403
Arkansas,3043,Bush,yes,White,33,postgrad,Female,2,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,43,44,42,41,414,423,434,412,413,143,412,43,23,1,col,103,103,403
Arkansas,7445,Bush,yes,White,46,hs,Male,3,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,43,42,43,42,422,433,432,423,423,223,412,23,33,3,hs,203,203,403
Arkansas,8265,Bush,yes,Other,70,col,Male,1.255813953,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,4,south,33,31,34,32,321,343,331,324,323,213,312,13,43,4,col,303,103,3012
Arkansas,9276,Bush,yes,White,44,col,Female,1.8,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,43,41,42,41,411,423,431,412,413,113,412,13,23,1,col,103,103,403
Arkansas,8868,Bush,yes,White,39,hs,Female,2.6,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,43,42,42,41,412,423,432,412,413,123,412,23,23,1,hs,103,203,403
Arkansas,4633,Kerry,yes,Black,50,hs,Male,1.16,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,13,12,13,12,122,133,132,123,123,223,112,23,33,3,hs,203,203,1012
Arkansas,8256,Bush,yes,White,26,col,Male,2.046511628,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,1,south,43,41,41,42,421,413,431,421,423,213,412,13,13,1,col,103,103,403
Arkansas,4277,Kerry,yes,Other,47,somecol,Male,0.49,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,33,35,33,32,325,333,335,323,323,253,312,53,33,3,hs,203,203,3012
Arkansas,5932,Kerry,yes,Black,44,hs,Male,1.38,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,13,12,12,12,122,123,132,122,123,223,112,23,23,1,hs,103,203,1012
Arkansas,12539,Bush,yes,White,65,col,Female,1,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,4,south,43,41,44,41,411,443,431,414,413,113,412,13,43,4,col,303,103,403
Arkansas,3268,Kerry,yes,White,44,nohs,Male,2.98,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,43,43,42,42,423,423,433,422,423,233,412,33,23,1,hs,103,203,403
Arkansas,8213,Kerry,yes,White,47,somecol,Male,1.837209302,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,43,45,43,42,425,433,435,423,423,253,412,53,33,3,hs,203,203,403
Arkansas,6119,Nader,yes,White,26,somecol,Male,1.35,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,1,south,43,45,41,42,425,413,435,421,423,253,412,53,13,1,hs,103,203,403
Arkansas,12542,Kerry,yes,White,72,hs,Female,1.644444444,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,4,south,43,42,44,41,412,443,432,414,413,123,412,23,43,4,hs,303,203,403
Arkansas,7201,Kerry,yes,White,99,NA,Female,2.5,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,4,south,43,46,44,41,416,443,436,414,413,163,412,63,43,4,NA,303,303,403
Arkansas,3393,Kerry,yes,White,56,somecol,Male,1.29,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,43,45,43,42,425,433,435,423,423,253,412,53,33,3,hs,203,203,403
Arkansas,6948,Kerry,yes,White,45,postgrad,Male,1.583333333,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,43,44,43,42,424,433,434,423,423,243,412,43,33,3,col,203,103,403
Arkansas,8232,Bush,yes,White,31,somecol,Male,3.093023256,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,43,45,42,42,425,423,435,422,423,253,412,53,23,1,hs,103,203,403
Arkansas,3234,Kerry,yes,White,45,somecol,Female,0.99,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,43,45,43,41,415,433,435,413,413,153,412,53,33,3,hs,203,203,403
Arkansas,11059,Kerry,yes,White,62,hs,Male,2.111111111,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,43,42,43,42,422,433,432,423,423,223,412,23,33,3,hs,203,203,403
Arkansas,5973,Bush,yes,Other,52,col,Male,0.49,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,33,31,33,32,321,333,331,323,323,213,312,13,33,3,col,203,103,3012
Arkansas,4942,Kerry,yes,Other,28,somecol,Male,0.51,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,1,south,33,35,31,32,325,313,335,321,323,253,312,53,13,1,hs,103,203,3012
Arkansas,3798,Bush,yes,White,32,nohs,Male,2.98,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,43,43,42,42,423,423,433,422,423,233,412,33,23,1,hs,103,203,403
Arkansas,2883,Bush,yes,Black,52,nohs,Female,6.14,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,13,13,13,11,113,133,133,113,113,133,112,33,33,3,hs,203,203,1012
Arkansas,12528,Bush,yes,White,65,hs,Male,1.755555556,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,4,south,43,42,44,42,422,443,432,424,423,223,412,23,43,4,hs,303,203,403
Arkansas,7186,Bush,yes,White,45,hs,Male,3.416666667,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,43,42,43,42,422,433,432,423,423,223,412,23,33,3,hs,203,203,403
Arkansas,12527,Bush,yes,White,67,hs,Male,2.577777778,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,4,south,43,42,44,42,422,443,432,424,423,223,412,23,43,4,hs,303,203,403
Arkansas,11080,Kerry,yes,White,54,somecol,Female,1.6,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,43,45,43,41,415,433,435,413,413,153,412,53,33,3,hs,203,203,403
Arkansas,12533,Bush,yes,White,44,somecol,Female,2.422222222,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,43,45,42,41,415,423,435,412,413,153,412,53,23,1,hs,103,203,403
Arkansas,11055,Kerry,yes,White,38,postgrad,Female,1.8,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,43,44,42,41,414,423,434,412,413,143,412,43,23,1,col,103,103,403
Arkansas,9169,Bush,yes,White,38,somecol,Male,1.911111111,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,43,45,42,42,425,423,435,422,423,253,412,53,23,1,hs,103,203,403
Arkansas,3532,Kerry,yes,White,68,somecol,Male,0.98,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,4,south,43,45,44,42,425,443,435,424,423,253,412,53,43,4,hs,303,203,403
Arkansas,8814,Bush,yes,White,67,postgrad,Female,1,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,4,south,43,44,44,41,414,443,434,414,413,143,412,43,43,4,col,303,103,403
Arkansas,3509,Bush,yes,White,57,col,Male,0.51,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,43,41,43,42,421,433,431,423,423,213,412,13,33,3,col,203,103,403
Arkansas,6963,Kerry,yes,Black,27,somecol,Female,4.555555556,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,1,south,13,15,11,11,115,113,135,111,113,153,112,53,13,1,hs,103,203,1012
Arkansas,3265,Kerry,yes,White,45,postgrad,Female,0.55,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,43,44,43,41,414,433,434,413,413,143,412,43,33,3,col,203,103,403
Arkansas,2838,Kerry,yes,White,69,somecol,Male,1.378378378,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,4,south,43,45,44,42,425,443,435,424,423,253,412,53,43,4,hs,303,203,403
Arkansas,11058,Kerry,yes,White,40,somecol,Male,1.822222222,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,43,45,42,42,425,423,435,422,423,253,412,53,23,1,hs,103,203,403
Arkansas,6876,Bush,yes,White,62,postgrad,Male,1.027777778,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,43,44,43,42,424,433,434,423,423,243,412,43,33,3,col,203,103,403
Arkansas,11084,Kerry,yes,Black,38,somecol,Male,2.022222222,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,13,15,12,12,125,123,135,122,123,253,112,53,23,1,hs,103,203,1012
Arkansas,3273,Bush,yes,Black,37,somecol,Female,1.05,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,13,15,12,11,115,123,135,112,113,153,112,53,23,1,hs,103,203,1012
Arkansas,7701,Bush,yes,White,57,hs,Male,2.255813953,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,43,42,43,42,422,433,432,423,423,223,412,23,33,3,hs,203,203,403
Arkansas,3584,Bush,yes,White,30,somecol,Female,2.22,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,43,45,42,41,415,423,435,412,413,153,412,53,23,1,hs,103,203,403
Arkansas,9532,Bush,yes,White,52,postgrad,Male,1.355555556,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,43,44,43,42,424,433,434,423,423,243,412,43,33,3,col,203,103,403
Arkansas,11075,Kerry,yes,White,47,col,Female,1.155555556,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,43,41,43,41,411,433,431,413,413,113,412,13,33,3,col,203,103,403
Arkansas,7540,Kerry,yes,White,68,somecol,Male,1.209302326,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,4,south,43,45,44,42,425,443,435,424,423,253,412,53,43,4,hs,303,203,403
Arkansas,5604,Kerry,yes,White,54,postgrad,Male,0.65,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,43,44,43,42,424,433,434,423,423,243,412,43,33,3,col,203,103,403
Arkansas,5242,Bush,yes,White,67,col,Female,0.49,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,4,south,43,41,44,41,411,443,431,414,413,113,412,13,43,4,col,303,103,403
Arkansas,9687,Bush,yes,White,42,somecol,Male,1.8,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,43,45,42,42,425,423,435,422,423,253,412,53,23,1,hs,103,203,403
Arkansas,11081,Bush,yes,White,40,nohs,Male,4.25,0,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,43,43,42,42,423,423,433,422,423,233,412,33,23,1,hs,103,203,403
Arkansas,12541,Kerry,yes,Black,31,nohs,Female,4.25,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,2,south,13,13,12,11,113,123,133,112,113,133,112,33,23,1,hs,103,203,1012
Arkansas,6566,Kerry,yes,Black,46,nohs,Female,4,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,13,13,13,11,113,133,133,113,113,133,112,33,33,3,hs,203,203,1012
Arkansas,3822,Kerry,yes,White,48,hs,Female,2.37,1,5,AR,71,south,outer,south,outer,0.520205036,0.50890117,0.818833321,0.015772986,0.142389468,0.536,0.81,0.665102518,0.011464105,0.450642517,0.542609961,0,3,south,43,42,43,41,412,433,432,413,413,123,412,23,33,3,hs,203,203,403
